quantity,prefix,style and dimensions,outer cover,foam,underpanel,incontinence cover,colour,notes,descriptions,pn,part_of_sequence,date_as_string,rigidiser cover
1,1106,SC - 1720,1,1,0,1,000 Black,,"SPEX Flex cushion system, 17"" wide x 20"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1720-0SC,26.1,221104,0
1,1145,SC - 1720,0,1,1,0,,,"Spex Cushion foam unit only, 17"" wide x 20"" deep, standard contour ",1145-1720-3SC,1.16,221109,0
1,1105,SS - 1417,1,1,1,1,028 Calypso Pink,1111-0491-028: Change cushion outer cover border fabric to Calypso Pink; Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x [17]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SS_028,36.1,221114,0
1,1105,SC - 1816,1,1,1,1,044 Bumblebee Yellow,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1816-0SC_044,30.2,221110,0
1,1125,SC - 1816,1,0,0,0,044 Bumblebee Yellow,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 16"" deep",1125-1816-6SC_044,30.3,221110,0
1,1105,SC - 1816,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1816-0SC,1.17,221118,0
1,1105,SC - 1816,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1816-0SC,1.18,221118,0
1,1105,SC - 1816,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1816-0SC,1.19,221118,0
1,1105,HC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz High-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0HC,17.1,221122,0
1,1105,SH - 1516,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour adjustable cushion, 15"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1516-0SH,17.2,221122,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,17.3,221122,0
1,1106,SC - 1818,1,1,0,1,000 Black,Jay-Label: Attach Jay Label,"SPEX Flex cushion system, 18"" wide x 18"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1818-0SC,32.7,221103,0
1,1106,SC - 1818,1,1,0,1,000 Black,Jay-Label: Attach Jay Label,"SPEX Flex cushion system, 18"" wide x 18"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1818-0SC,32.8,221103,0
1,1105,SC - 1818,1,1,1,1,060 Ocean Blue,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SC_060,15.1,221104,0
1,1125,SC - 1818,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_060,15.2,221104,0
1,1103,SC - 1818,1,1,0,1,054 Leaf Green,,"Vigour Standard Contour cushion, 18"" wide x 18"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1818-0SC_054,28.1,221104,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,40.1,221104,0
1,1103,SC - 1818,1,1,0,1,000 Black,1111-CUST-01e: No side contouring of cushion. Remove thigh guide contouring. No thigh guides; 1111-0399-209: Spextex Wipe-down - top of cushion; 1111-0335-000: No pommel shaping/contouring on cushion,"Vigour Standard Contour cushion, 18"" wide x 18"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1818-0SC,42.3,221104,0
1,1123,SC - 1818,1,0,0,0,000 Black,1111-CUST-01e: No side contouring of cushion. Remove thigh guide contouring. No thigh guides; 1111-0335-000: No pommel shaping/contouring on cushion; 1111-0399-209: Spextex Wipe-down - top of cushion,"Vigour Standard Contour Cushion spare outer breathable cover, 18"" wide x 18"" deep",1123-1818-6SC,42.4,221104,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,53.1,221104,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,53.2,221104,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,4.28,221107,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,4.29,221107,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,4.3,221107,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,4.31,221107,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,4.32,221107,0
1,1125,SC - 1818,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_077,4.33,221107,0
1,1125,SC - 1818,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_077,4.34,221107,0
1,1125,SC - 1818,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_077,4.35,221107,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,36.1,221108,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,37.1,221108,0
1,1145,SC - 1818,0,1,1,0,,,"spex cushion foam unit, 18"" wide x 18"" deep, standard contour",1145-1818-3SC,1.23,221109,0
1,1105,SC - 1818,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SC,2.8,221110,0
1,1105,SS - 1417,1,1,1,1,028 Calypso Pink,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x [17]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SS_028,43.5,221114,0
1,1105,HC - 1818,1,1,1,1,028 Calypso Pink,,"Spex Classic High-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0HC_028,18.1,221115,0
1,1106,SC - 2020,1,1,0,1,000 Black,Jay-Label: Attach Jay Label,"SPEX Flex cushion system, 20"" wide x 20"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-2020-0SC,15.1,221116,0
1,1125,SS - 1414,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS,6.1,221116,0
1,1105,SC - 1818,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SC,22.1,221116,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,1.8,221116,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,1.9,221116,0
1,1125,SS - 1416,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS,18.2,221116,0
1,1125,SS - 1416,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS,24.1,221116,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,6.5,221116,0
1,1105,SS - 1416,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,18.1,221116,0
1,1125,SC - 1416,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC_022,39.3,221117,0
1,1125,SC - 1818,1,0,0,0,090 Granite Grey,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_090,4.13,221118,0
1,1125,SC - 1818,1,0,0,0,090 Granite Grey,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_090,4.14,221118,0
1,1105,SC - 1818,1,1,1,1,022 Chilli Red,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SC_022,22.1,221118,0
1,1125,SC - 1818,1,0,0,0,090 Granite Grey,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_090,22.2,221118,0
1,1125,SC - 1818,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_060,3.16,221121,0
1,1125,SC - 1818,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_028,35.1,221121,0
1,1103,SC - 1819,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 18"" wide x 19"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-18XX-0SC,15.1,221107,0
1,1105,SS - 1414,1,1,1,1,000 Black,1111-0338-000: High Contour Pommel shaping on Super High Cushion,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS,45.1,221117,0
1,1125,SC - 1819,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover Custom 18"" wide x 19"" long ",1125-2929-6SC_022,41.3,221117,0
1,1105,SC - 1819,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SC,12.1,221118,0
1,1125,SC - 1819,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 19"" deep",1125-18XX-6SC,12.2,221118,0
1,1125,SC - 1820,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SC,5.1,221108,0
1,1125,SC - 1820,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SC_077,5.11,221109,0
1,1125,SC - 1820,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SC_077,5.12,221109,0
1,1105,SC - 1820,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SC,2.1,221110,0
1,1105,SC - 1820,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SC,2.11,221110,0
1,1126,SC - 1820,1,0,0,0,000 Black,,"SPEX Flex cushion outer cover, 18"" wide x 20"" deep, Standard Contour",1126-1820-6SC,13.1,221110,0
1,1125,SS - 1919,1,0,0,0,028 Calypso Pink,"1111-0336-000: Std shaping/contouring in pommel area; 1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth; 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = 1"" User's side= LHS","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 19"" wide x 19"" deep",1125-19XX-6SS_028,19.3,221115,0
1,1105,SS - 1919,1,1,1,1,028 Calypso Pink,"1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth; 1111-0336-000: Std shaping/contouring in pommel area; 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = 1"". User's side=LHS","Spex Classic Superhigh Contour Step adjustable cushion, 19"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-19XX-0SS_028,19.1,221115,0
1,1125,SS - 1618,1,0,0,0,054 Leaf Green,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_054,1.5,221115,0
1,1125,SS - 1720,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 20"" deep",1125-17XX-6SS,23.2,221116,0
1,1105,HC - 1818,1,1,1,1,000 Black,,"Spex Classic High-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0HC,17.4,221122,0
1,1125,SC - 1918,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SC,9.11,221110,0
1,1125,SC - 1918,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SC_028,9.12,221110,0
1,1125,SC - 1918,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SC_028,9.13,221110,0
1,1125,SC - 1918,1,0,0,0,044 Bumblebee Yellow,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SC_044,9.14,221110,0
1,1105,HC - 1820,1,1,1,1,000 Black,,"Spex Classic High-Contour adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0HC,17.5,221122,0
1,1125,SC - 1918,1,0,0,0,000 Black,"Note: Spex Manufacturing Notes. Note: Allow for 1/2"" gel foam overlay on top of cushion","Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SC,15.2,221122,0
1,1105,SC - 1919,1,1,1,1,000 Black,Note: Spex Manufacturing Notes. Note:Client 2,"Spex Classic Standard-Contour adjustable cushion, 19"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-19XX-0SC,23.2,221110,0
1,1105,SS - 1415,1,1,1,1,022 Chilli Red,"1111-0355-000: Insert waffle gel into ischial region (sizes up to 16""x18”). Note:","Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 15"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1415-0SS_022,27.1,221117,0
1,1105,SS - 1418,1,1,1,1,000 Black,"1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth","Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS,29.2,221117,0
1,1125,SC - 1920,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 20"" deep",1125-1920-6SC_022,5.13,221109,0
1,1125,SC - 1920,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 20"" deep",1125-1920-6SC_022,5.14,221109,0
1,1125,SC - 1920,1,0,0,0,054 Leaf Green,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 20"" deep",1125-1920-6SC_054,5.15,221109,0
1,1105,HC - 1820,1,1,1,1,030 Mango Orange,,"Spex Classic High-Contour adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0HC_030,42.2,221114,0
1,1135,SC - 2019,0,0,0,1,,,"Spex Standard-Contour Cushion incontinence cover, 20"" wide x 19"" deep",1135-20XX-7SC,16.1,221109,0
1,1125,SC - 1620,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 20"" deep",1125-1620-6SC_060,6.7,221115,0
1,1106,SC - 2020,1,1,0,1,000 Black,Jay-Label: Attach Jay Label,"SPEX Flex cushion system, 20"" wide x 20"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-2020-0SC,32.9,221103,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,22.1,221108,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,5.16,221109,0
1,1125,SC - 2020,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC_022,9.15,221110,0
1,1125,SC - 2020,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC_022,9.16,221110,0
1,1125,HC - 1820,1,0,0,0,030 Mango Orange,,"Spex High Contour Cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6HC_030,42.3,221114,0
1,1105,SC - 1616,1,1,1,1,054 Leaf Green,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SC_054,28.1,221114,0
1,1105,SS - 1212,1,1,1,1,054 Leaf Green,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1212-0SS_054,40.1,221114,0
1,1125,SC - 1616,1,0,0,0,054 Leaf Green,,"Spex Standard Contour Standard Contour cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SC_054,28.2,221114,0
1,1105,SS - 1416,1,1,1,1,054 Leaf Green,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS_054,33.2,221114,0
1,1105,SC - 1618,1,1,1,1,060 Ocean Blue,1111-0339-000: SuperHigh pommel contouring on Standard Contour cushion,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC_060,39.1,221114,0
1,1105,SS - 1720,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SS,23.1,221116,0
1,1105,SS - 2018,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 20"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2018-0SS,33.1,221116,0
1,1125,SS - 1618,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_028,6.6,221116,0
1,1125,SS - 1214,1,0,0,0,022 Chilli Red,1111-0491-022: Change cushion outer cover border fabric to Chilli Red; Jay-Label: Attach Jay Label,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6SS_022,23.2,221117,0
1,1125,HC - 1214,1,0,0,0,028 Calypso Pink,,"Spex High Contour Cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6HC_028,5.6,221117,0
1,1125,SS - 1214,1,0,0,0,028 Calypso Pink,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6SS_028,5.9,221117,0
1,1105,SC - 1516,1,1,1,1,060 Ocean Blue,1111-CUST-003: Reduce overall height of cushion by 20mm,"Spex Classic Standard-Contour adjustable cushion, 15"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1516-0SC_060,39.1,221115,0
1,1125,SC - 2020,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC_060,6.9,221114,0
1,1125,SS - 1820,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_060,6.4,221114,0
1,1105,HC - 2018,1,1,1,1,000 Black,,"Spex Classic High-Contour adjustable cushion, 20"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2018-0HC,18.1,221122,0
1,1125,SC - 2220,1,0,0,0,000 Black,,"Spex XLella Bariatric Standard Contour Cushion spare outer breathable cover, 22"" wide x 20"" deep",1125-2220-6SC,14.2,221122,0
1,1105,SC - 2222,1,1,1,1,000 Black,,"Spex XLella Bariatric Standard-Contour adjustable cushion, 22"" wide x 22"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2222-0SC,25.1,221107,0
1,1103,SC - 2420,1,1,0,1,000 Black,,"Vigour XLella Bariatric Standard Contour cushion, 24"" wide x 20"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-2420-0SC,19.1,221121,0
1,1123,SC - 2420,1,0,0,0,000 Black,,"Vigour XLella Bariatric Standard Contour Cushion spare outer breathable cover, 24"" wide x 20"" deep",1123-2420-6SC,19.2,221121,0
1,1125,SH - 1212,1,0,0,0,000 Black,,"Spex Kidz Superhigh Contour adjustable cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SH,1.1,221122,0
1,1135,SH - 1212,0,0,0,1,,,"Spex SuperHigh-Contour Cushion incontinence cover, 12"" wide x 12"" deep",1135-1212-7SH,1.2,221122,0
1,1145,SH - 1212,0,1,1,0,,,"SPEX cushion foam unit, 12"" wide x 12"" deep, Superhigh Contour ",1145-1212-3SH,1.3,221122,0
1,1145,SH - 1214,0,1,1,0,,,"SPEX cushion foam unit, 12"" wide x 14"" deep, Superhigh Contour ",1145-1214-3SH,1.3,221108,0
1,1145,SH - 1316,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 13"" wide x 16"" deep.",1145-1316-3SH,2.1,221118,0
1,1145,SH - 1316,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 13"" wide x 16"" deep.",1145-1316-3SH,2.8,221118,0
1,1145,SH - 1316,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 13"" wide x 16"" deep.",1145-1316-3SH,2.9,221118,0
1,1125,SS - 1618,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_028,6.7,221116,0
1,1125,SC - 1718,1,0,0,0,030 Mango Orange,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC_030,6.8,221116,0
1,1125,SC - 1718,1,0,0,0,030 Mango Orange,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC_030,6.9,221116,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,1.5,221121,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,1.6,221121,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,1.7,221121,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,1.8,221121,0
1,1145,SH - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour ",1145-1416-3SH,1.11,221108,0
1,1145,SH - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour ",1145-1416-3SH,1.12,221108,0
1,1145,SH - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour ",1145-1418-3SH,1.13,221108,0
1,1145,SH - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour ",1145-1418-3SH,1.14,221108,0
1,1145,SH - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour ",1145-1418-3SH,1.15,221108,0
1,1105,SH - 1419,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour adjustable cushion, 14"" wide x [19]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SH,39.1,221104,0
1,1105,SC - 1112,1,1,1,1,000 Black,,"Spex Classic Kidz Standard-Contour adjustable cushion, 11"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1112-0SC,19.2,221122,0
1,1145,SH - 1517,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 15"" wide x 17"" deep.",1145-1517-3SH,2.26,221118,0
1,1145,SH - 1517,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 15"" wide x 17"" deep.",1145-1517-3SH,2.27,221118,0
1,1145,SH - 1517,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 15"" wide x 17"" deep.",1145-1517-3SH,2.28,221118,0
1,1145,SH - 1517,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 15"" wide x 17"" deep.",1145-1517-3SH,2.29,221118,0
1,1145,SH - 1517,0,1,1,0,,,"Spex Cushion SuperHigh-Contour foam unit, 15"" wide x 17"" deep.",1145-1517-3SH,2.3,221118,0
1,1145,SH - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour ",1145-1717-3SH,1.1,221109,0
1,1145,SH - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour ",1145-1717-3SH,1.9,221109,0
1,1125,SS - 1818,1,0,0,0,030 Mango Orange,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_030,6.16,221116,0
1,1125,SC - 1818,1,0,0,0,054 Leaf Green,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC_054,6.15,221116,0
1,1125,SS - 1718,1,0,0,0,054 Leaf Green,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_054,6.1,221116,0
1,1125,SS - 1616,1,0,0,0,077 Royal Purple,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS_077,6.3,221116,0
1,1125,SS - 1616,1,0,0,0,077 Royal Purple,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS_077,6.4,221116,0
